source_date,title,hook,mechanic,evidence,source_urls,boundary_note,editorial_dependency,assignment_status
09.10,Причитание и песня: два способа говорить,Как услышать различие без музыкального образования?,Сравнить два коротких атрибутированных фрагмента одной традиции; отметить свободное и повторяющееся движение фразы.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
10.10,Свадебное деревце: предмет собирает действия,Почему вокруг небольшой украшенной вещи строится эпизод?,"По выбранному локальному источнику проследить, кто украшает, несёт и получает предмет.",Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
11.10,Лента невесты: знак прежнего девичества,Как обычная полоска ткани становится памятной?,Рассмотреть подтверждённый образец или описание; восстановить его путь в одном свадебном обряде.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
12.10,Свадебный каравай: еда становится общим действием,Кто участвует в приготовлении и разделе хлеба?,По местному описанию распределить роли и этапы; сопоставить форму хлеба с его обрядовым использованием.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
13.10,Каравайная песня: работа получает свой голос,"Что поют не для сцены, а для события?",Соединить фрагмент записанной песни с конкретным этапом обряда; показать подпись исполнителей.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
14.10,Покров: осень открывает свадебные ожидания,Как праздник связан с разговорами о будущей семье?,Выделить в музейном описании церковное и народное содержание; открыть одну локальную свадебную примету как поверье.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/october/pokrov-bogorodicy/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
15.10,Свадебный поезд: деревня видит переход,Почему дорога между домами становится частью праздника?,Проложить подтверждённый маршрут по схеме поселения; раскрыть действия на каждой остановке.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.10,Хлеб-соль при встрече: принять человека в дом,Как трапеза выражает отношение к гостю?,"По локальному описанию сопоставить предметы, жесты и слова встречи; указать, что именно подтверждено.",Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
17.10,Свадебный головной убор: прежний наряд меняет статус,Что надевают после изменения причёски?,Собрать новый комплект по музейному образцу той же традиции; сравнить с девичьим.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,Смена семейного статуса через головной убор; его крой и техника — другая история.,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
18.10,Красный угол: где собирается важное,Почему в комнате не все места равноценны?,На схеме выбранного русского интерьера найти красный угол; открыть его документированное бытовое и обрядовое значение.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
19.10,Место за столом: порядок виден в рассадке,Что может означать место человека на семейном пиру?,Рассадить участников по конкретному свадебному описанию; получить комментарий о местном порядке.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
20.10,Величальная песня: назвать достоинства человека,Как песня обращается к конкретному гостю?,В выбранной записи выделить адресата и образы похвалы; связать текст с местом исполнения.,Русские сёла Чернянского и Новооскольского районов; конкретное село и запись выбираются перед страницей.,https://www.culture.ru/objects/2820/svadebnyi-obryad-russkikh-sel-chernyanskogo-i-novooskolskogo-raionov-belgorodskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
21.10,Корильная песня: шутка имеет свои границы,Почему свадебная насмешка понятна участникам обряда?,Прочитать короткий атрибутированный фрагмент с объяснением ситуации; различить обрядовую роль и личную оценку.,Русские сёла Чернянского и Новооскольского районов; конкретное село и запись выбираются перед страницей.,https://www.culture.ru/objects/2820/svadebnyi-obryad-russkikh-sel-chernyanskogo-i-novooskolskogo-raionov-belgorodskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
22.10,Отдаривание: подарок получает ответ,Как обмен вещами укрепляет новые связи?,По локальной описи построить цепочку дарителей и получателей; не добавлять универсальных свадебных норм.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
23.10,"Свекровь, тёща, зять: новые слова после свадьбы",Как меняется название одного человека для разных родственников?,Переключать точку зрения на семейной схеме; получать название родственной связи.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
24.10,Первое утро в новом доме,Какие привычные действия становятся непривычными на новом месте?,По документированному описанию восстановить один утренний эпизод; показать пространство и участников.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
25.10,Большебыково: у свадьбы есть местный порядок,Почему нельзя собрать русскую свадьбу из случайных обычаев?,"Открыть карточку этой традиции, отметить её место и сопоставить этапы с другой отдельно подписанной традицией.",Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
26.10,Томское Приобье: русская свадьба вдали от прежней родины,Как семейный обряд живёт в переселенческой среде?,На карте связать место записи с выбранным свадебным материалом; особенности раскрывать по карточке старожилов.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
27.10,Кеба: северная свадьба в голосах села,"Что даёт запись людей, а не только пересказ обряда?",Выбрать атрибутированный фрагмент кебской традиции; следить за голосом и подписью участницы.,"Русские сёла на реке Вашке, деревня Кеба Архангельской области. Описаны сольные и групповые причитания; конкретную запись и исполнительницу выбрать перед страницей.",https://www.culture.ru/objects/459/svadebnyi-obryad-derevni-keba-leshukonskogo-raiona-arkhangelskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
28.10,Локня и Ловать: свадьба на карте речных мест,Почему название традиции охватывает несколько поселений?,На карте отметить места выбранных записей; показать общие и различающиеся элементы без смешения обрядов.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
29.10,Сланцевский район: семейный обряд сохраняется в записи,"Что остаётся, если обряд перестали исполнять целиком?",Сопоставить полевое описание и сохранившиеся песни; отметить документированные и утраченные части.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.10,Городское свадебное фото: новый язык старого события,Что изменилось в одежде и способе хранить память?,Сравнить два подписанных свадебных снимка разных поколений одной семьи; отметить видимые изменения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
31.10,Семейная история без придуманного диалога,"Можно ли рассказать о близких, не зная их точных слов?","Собрать рассказ из фото, вещи и свидетельства; пометить установленные факты и семейное предание.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
08.11,Дмитриев день: память собирает родных,Как календарь возвращает семью к ушедшим поколениям?,По музейному описанию найти формы поминовения; отдельно показать Дмитриев день и подвижную поминальную субботу.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/november/dmitriev-den/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
10.11,Параскева Пятница: покровительство женским занятиям,Как имя святой входит в мир домашней работы?,Соединить музейное описание с конкретным занятием; запреты и поверья показывать как исторические представления.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/november/sukkot1/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
14.11,Кузьминки: праздник ремесла и молодёжного общения,Как один день объединяет работу и посиделки?,В музейном описании выделить выбранный русский обычай; собрать его участников и последовательность.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/november/kuz-minki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.11,Посиделки: совместная работа и разговор,Почему вечерний труд легче представить с другими людьми?,По локальному свидетельству разместить участников и занятия; открыть записанную песню или рассказ той же традиции.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
04.12,Введение: зимняя дорога входит в праздник,Почему в народном описании появляются сани?,Сопоставить календарное название с музейным рассказом о зимнем выезде; открыть подтверждённые детали.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/november/vvedenie/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
09.12,Егорий зимний: имя дня хранит историческую память,Почему Юрьев день стал поговоркой?,Сопоставить музейное объяснение имени и поговорку; датировки и правовую историю раскрывать по отдельной проверенной справке.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/december/egorij-zimnij/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
11.12,Полати: место над повседневной суетой,Как получить ещё одно место в небольшой избе?,На схеме выбранного дома выделить верхний ярус; сопоставить его с расположением печи и лавок.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
12.12,Бабий кут: работа организует часть комнаты,Почему кухонные вещи собраны в одном месте?,Разместить предметы по документированному интерьеру; показать связь рабочего пространства и последовательности дел.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
13.12,Шуба на семейном снимке: одежда и достаток,Можно ли судить о человеке по одной дорогой вещи?,"Рассмотреть материал и покрой, затем открыть документальные сведения; показать границы вывода по фотографии.",Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.12,Домашнее чтение вслух: одна книга для нескольких слушателей,"Что меняется, когда текст звучит для всей комнаты?",На документированном воспоминании восстановить круг слушателей; прослушать короткий разрешённый фрагмент.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/october/vserossijskij-den-chteniya/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
17.12,Сказка в двух записях: один сюжет живёт по-разному,Почему рассказчики не повторяют текст слово в слово?,Сопоставить два подписанных русских варианта выбранной сказки; отметить общие события и различия.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
18.12,Загадка о вещи: узнать знакомое по непрямому описанию,"Можно ли назвать предмет, если о нём говорят обходно?",Сопоставить записанную русскую загадку с музейными вещами; после выбора открыть образное сравнение.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
19.12,Никола зимний: два праздника одного святого,Чем зимний Никола отличается от вешнего в народном быту?,На общей ленте открыть две музейные карточки; сопоставить только подтверждённые сезонные мотивы.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/december/sukkot8/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
20.12,Пословица о труде: короткая фраза и жизненная ситуация,Почему пословица понятна не в каждом случае?,Подобрать к выбранной записанной пословице подходящую ситуацию; получить объяснение переносного смысла.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
21.12,Домашнее прозвище: имя внутри сообщества,Как отличают людей с одинаковыми именами?,По опубликованному локальному свидетельству восстановить связь прозвища с семьёй; сведения живых людей использовать с согласием.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
22.12,Зимняя песня Лопатней: голос продолжает календарь,Как праздничный репертуар отличается от лирического?,Сравнить два коротких атрибутированных фрагмента села; открыть назначение каждого.,"Русские; село Лопатни, Брянская область. Конкретные записи и исполнители выбираются перед производством.",https://www.culture.ru/objects/2836/pesennaya-tradiciya-sela-lopatni-klincovskogo-raiona-bryanskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
23.12,Семейный рецепт в тетради: память измеряют на глаз,"Как записать умение, которое раньше показывали руками?","Сопоставить подлинную запись и комментарий владельца; отметить неясные меры, не выдавая их за проверенный рецепт.",История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
25.12,Упаковка подарка: забота видна ещё до открытия,Что о дарителе рассказывает собственноручная отделка?,По документированному семейному примеру сопоставить подарок и упаковку; собственный вариант подписать как современный.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
28.12,Новогодняя маска: домашний спектакль на один вечер,Как ребёнок превращается в персонажа?,Сопоставить датированную маску и праздничный снимок; выбрать детали собственного современного эскиза.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
29.12,Костюм для утренника: семейное рукоделие XX века,Что можно сшить из доступных домашних материалов?,По документированной истории костюма собрать карту материалов и участников изготовления.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
31.12,Год семьи в двенадцати вещах,Какие предметы расскажут о прожитом годе без длинной хроники?,Выбрать по одной истории каждого месяца из календаря; собрать личный музейный маршрут с названиями и ссылками.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,"Навигационный итог года, не самостоятельный исторический экспонат; перед новым календарём заменить или вынести за его состав.",Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
