source_date,title,hook,mechanic,evidence,source_urls,boundary_note,editorial_dependency,assignment_status
18.05,Плис: нарядные штаны молодого парня,Какая ткань выдавала стремление одеться модно?,"Провести виртуальную лупу по поверхности ткани, сопоставить её с комплектом из Калужской губернии.",Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
19.05,Парочка: кофта и юбка как единый наряд,В какой момент городской силуэт становится деревенским?,Сравнить музейный пинежский комплект с сарафанным; выделить изменения кроя и сохранить два силуэта рядом.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
20.05,Платок: один квадрат и разные способы ношения,Может ли один платок выглядеть как три разные вещи?,"Повторить по подписанным изображениям способы ношения; получить сравнение формы, не приписывая их всем русским женщинам.",Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
23.05,"Сапожные гвозди: крепление, которое обычно не видно",Что рассказывает подошва о работе мастера?,"Перевернуть выбранный сапог, найти шов и крепёж; сопоставить с поэтапной схемой изготовления.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
25.05,Медный замок: как запирали дорогие вещи,"Можно ли понять работу замка, не сломав его?",На условном разрезе повернуть ключ; увидеть движение запора и сопоставить конструкцию с музейной вещью.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
26.05,Кованая петля: тяжёлая дверь на двух опорах,Что держит створку годами?,На схеме перенести точку крепления; наблюдать наклон створки и узнать назначение длинной металлической полосы.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
29.05,"Городецкий конь: движение, написанное кистью",Как несколько изгибов превращаются в бегущую лошадь?,"Выделить силуэт, затем добавить разрешённые для выбранного образца детали; сравнить собственный рисунок с работой мастера.",Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.05,Мезенский ряд: ритм красного и чёрного,"Можно ли продолжить узор, не зная его названия?","Найти повтор в орнаментальной полосе, продолжить ряд и открыть название элементов по музейному описанию.",Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
01.06,"Тряпичный мяч: игра начинается с того, что под рукой",Можно ли сделать упругую игрушку без резины?,Собрать условные слои мяча по выбранному музейному образцу; сравнить его форму и материалы с современным.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
09.06,Самодельная кукла: костюм в ладони,Может ли игрушка сохранить подробности взрослого наряда?,Сопоставить музейную игровую куклу с одеждой той же местной традиции; найти три общие детали.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.06,Скрипучее колесо колодца: поднять воду вместе,Как ворот меняет усилие человека?,Повернуть условную рукоять и проследить движение ведра; сравнить устройство с выбранным документированным колодцем.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
20.06,Рыболовный поплавок: маленькая вещь передаёт сигнал,Что видно над водой и что происходит под ней?,На условном разрезе изменить положение лески; связать движение поплавка с изменением натяжения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
22.06,Рыбная мережа: вход легче выхода,Как плетёная ловушка удерживает добычу?,Проследить условный путь внутри выбранной конструкции; открыть назначение входной воронки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
23.06,Черпак в лодке: простая вещь для важного дела,"Зачем лодочнику сосуд, которым ничего не пьют?",Найти черпак среди вещей рыбака и показать его работу на условной схеме лодки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
24.06,Окно с наличником: красота закрывает щель,Какая часть узора одновременно решает бытовую задачу?,"Снять наличник со схемы, увидеть место стыка и вернуть его; приблизить резьбу выбранного образца.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
25.06,Ставни: у окна есть ещё одна одежда,"Как меняется дом, когда ставни закрывают?",Переключить состояния выбранного окна; сравнить освещение и внешний рисунок фасада.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
28.06,Веерная кисть листьев: растительный узор в Жостово,Как цветы удерживают композицию на круглом подносе?,Переместить главные цветы и листья на условном круге; сравнить равновесие со снимком мастерской работы.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
29.06,Филимоновская свистулька: вытянутая глиняная фигура,Как узнать игрушку ещё до раскраски?,Сопоставить силуэты нескольких подписанных игрушек; выбрать характерную форму и рассмотреть её конструкцию.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
01.07,Коса-горбуша: инструмент подсказывает движение,Почему не всякой косой работают одинаково?,"Сопоставить музейную демонстрацию горбуши и другой косы; на схеме повторить траекторию, не предлагая тренировку с лезвием.","Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
02.07,"Косовище: рукоять, которую подгоняют под человека","Что меняется, если рукоять слишком длинна?",На условной модели изменить положение хвата; сопоставить с движением демонстратора на записи.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
03.07,Брусок косаря: острота требует заботы,Почему работа в поле прерывается короткими остановками?,Найти момент ухода за инструментом в музейном видео; связать его с последовательностью работы.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
05.07,Сено на просушке: поспешность может испортить запас,Почему скошенную траву не сразу уносят под крышу?,Переставить стадии заготовки на условной ленте; открыть объяснение музейного демонстратора.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
13.07,Вёсла: движение лодки зависит от согласия,Почему два сильных гребца могут мешать друг другу?,Задать ритм двум условным вёслам; увидеть поворот лодки и добиться прямого движения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
14.07,Якорный камень: тяжесть удерживает лодку,Что может служить якорем без сложной металлической формы?,"Рассмотреть выбранное грузило, показать крепление и проследить условную связь лодки с дном.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
17.07,Рыбацкая игла: сеть требует починки,"Как восстановить одну ячейку, не переделывая всё полотно?",На увеличенной условной схеме провести нить через повреждённое место; сравнить восстановленную ячейку с соседними.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
18.07,Садок: улов остаётся в воде,Как переносная ёмкость связана со средой рыбака?,Сопоставить форму выбранного садка с его размещением у лодки; открыть музейное объяснение назначения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
19.07,Дымарь: инструмент пасечника в работе,Почему у человека рядом с ульем появляется дым?,На подписанной демонстрации найти инструмент и этап его применения; показать культурную практику без инструкции по работе с пчёлами.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
20.07,Улей-колода: жильё пчёл в стволе,Как природная форма превращается в хозяйственную вещь?,Повернуть модель выбранной колоды; найти леток и место доступа по музейному описанию.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
21.07,"Рамочный улей: деталь, которую можно вынуть","Что меняется, когда часть улья становится съёмной?",Сопоставить схемы двух документированных типов ульев; вынуть условную рамку и увидеть различие устройства.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
22.07,Лыковая верёвка: прочность из тонких волокон,Как несколько слабых полос становятся одним креплением?,Скрутить условные пряди на схеме и сравнить направление витков; привязать показ к выбранной ремесленной записи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
23.07,Рогожа: грубое полотно тоже требует умения,"Где нужна ткань, которую не наденешь на праздник?",Найти документированные хозяйственные применения рогожи; сопоставить крупное переплетение с назначением.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
24.07,Хохломская ложка: золотой цвет без золотой заготовки,Почему деревянная вещь выглядит металлической?,Переключать слои технологической схемы по описанию промысла; сравнить заготовку и готовую поверхность.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
25.07,"Гжельский мазок: один цвет, много оттенков",Как кисть получает свет и тень без смены краски?,Провести условной кистью с разным нажимом; сравнить результат с увеличенным мазком мастера.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
26.07,Дымковская барышня: круги превращаются в наряд,Почему узор легко узнать издалека?,Составить ритм крупных пятен на условной фигуре; сравнить его с выбранной подписанной игрушкой.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
27.07,Каргопольский Полкан: необычный герой из глины,Кто этот персонаж между человеком и конём?,"Повернуть изображение выбранной игрушки; выделить части фигуры и открыть атрибуцию, не сочиняя древнего значения.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
28.07,Полхов-Майдан: цветок на округлой поверхности,Почему плоский рисунок иначе смотрится на объёме?,Обернуть условный цветочный узор вокруг деревянной формы; сопоставить результат с работой выбранного мастера.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
29.07,Семёновская матрёшка: размер подчиняет всю семью,"Как сделать так, чтобы каждая фигура вошла в следующую?",Упорядочить условные половинки по размеру; увидеть роль толщины стенки и затем рассмотреть реальный набор.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
30.07,Берестяной шаркунок: звук спрятан внутри,"Что гремит в игрушке, у которой ничего не видно?",Сопоставить звук с условным разрезом; открыть материал наполнителя только по карточке выбранного образца.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
31.07,След ладони мастера: почему вещи немного различаются,Можно ли найти ручную работу по двум похожим предметам?,Сравнить две атрибутированные работы одного промысла; отметить небольшие различия формы и сохранить собственную находку.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
01.08,Серп: жатва начинается с одной горсти стеблей,Почему изогнутое лезвие удобно для выбранного движения?,Проследить на музейной записи движение жницы; на условной схеме выделить рабочую часть серпа.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
03.08,Сноп: урожай получает переносную форму,Как охапка стеблей превращается в удобный груз?,Собрать условный сноп и выбрать место перевязи по документированной схеме; увидеть устойчивую форму.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
04.08,Перевясло: крепление из самого урожая,Можно ли связать стебли без покупной верёвки?,Рассмотреть местный способ перевязки снопа; повторить его на условных полосах и открыть термин.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
05.08,Жнивная рубаха: одежда для тяжёлой поры,Чем наряд для работы отличается от праздничного?,Сопоставить выбранную жатвенную рубаху с комплектом той же традиции; найти особенности по музейной подписи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
08.08,Цеп: зерно отделяется ударами,Почему орудие состоит из двух подвижных частей?,Привести в движение условную схему цепа; увидеть назначение соединения и сопоставить с музейной демонстрацией.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
10.08,Овин: снопы готовят к обмолоту,"Что делает отдельная постройка, чего не сделает жилая изба?",Рассмотреть документированную схему овина; связать зоны сушки и размещения снопов без инструкций по топке.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
11.08,Веялка: воздух помогает разделить урожай,Как движение воздуха отделяет лёгкое от тяжёлого?,Запустить условный поток над смесью зерна и мякины; сравнить траектории и открыть историческое приспособление.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
12.08,Сусек: запасу нужно своё место,Почему зерно нельзя просто высыпать где угодно?,На схеме выбранного амбара найти отдельные закрома; распределить культуры и объяснить роль разделения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
15.08,Воск: второй дар пасеки,Что остаётся ценным после извлечения мёда?,Соединить образец воска с документированными бытовыми применениями; показать путь к одной выбранной вещи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
18.08,Ягодное лукошко: бережно донести хрупкий сбор,Почему для ягод важны форма и глубина корзины?,Сравнить два выбранных образца тары; на условной схеме показать размещение хрупкого груза.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
22.08,Квасник: сосуд с характерным просветом,"Зачем рассматривать посуду сбоку, а не только спереди?","Повернуть выбранный сосуд, найти ручку, носик и отверстие корпуса; назначение деталей раскрыть по карточке.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
23.08,Сбитенник: горячий напиток на улице,Как напиток переносили и разливали покупателям?,На схеме выбранного медного сосуда проследить путь жидкости; сопоставить вещь с описанием торговли.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,Устройство сбитенника; уличная торговля напитком даст другой сюжет второго музея.,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
