@05|Май|Весенний двор, одежда и выход в большой мир
Печурка: у печи есть маленькие ниши|В стенке печи устроены маленькие ниши-печурки. Небольшая деталь показывает, как домашний быт использует пространство рядом с большим очагом.|На выбранном разрезе найти печурки; раскрыть документированное использование каждой.|R|Домашнее пространство
Полати: место над повседневной суетой|Полати добавляют верхний ярус в небольшую избу. Домашнее пространство растёт по высоте, когда привычной площади пола недостаточно.|На схеме выбранного дома выделить верхний ярус; сопоставить его с расположением печи и лавок.|R|Дом
Бабий кут: работа организует часть комнаты|Бабий кут собирает предметы кухонной работы рядом. Часть комнаты организована последовательностью дел, которые каждый день повторяются в доме.|Разместить предметы по документированному интерьеру; показать связь рабочего пространства и последовательности дел.|R|Домашний труд
Шуба на семейном снимке: одежда и достаток|Дорогая шуба на снимке видна сразу, жизнь её владельца — нет. Материал одежды даёт наблюдение, но достаток требует сведений о самом человеке.|Рассмотреть материал и покрой, затем открыть документальные сведения; показать границы вывода по фотографии.|costume|Одежда и общество
Деревянная шкатулка с секретом: сохранить личное|Шкатулка отделяет личные вещи от повседневного имущества. Внутренние отделения сохраняют порядок хранения, а подлинная опись возвращает содержимому имена.|По описи выбранного предмета связать отделения с содержимым; реконструкцию наполнения явно подписать.|R|Личное пространство
Лубочная картинка: рассказ читают глазами|Лубок соединяет изображение с подписью. Рассказ разворачивается между видимым эпизодом и прочитанной строкой — взгляд и слово работают вместе.|Разобрать один выбранный бытовой лубок на эпизоды; соединить каждый с соответствующей строкой.|R|Народное чтение
Домашнее чтение вслух: одна книга для нескольких слушателей|Одну книгу читают вслух нескольким людям. Домашний текст становится общей встречей: слушатели разделяют время и голос читающего.|На документированном воспоминании восстановить круг слушателей; прослушать короткий разрешённый фрагмент.|vserossijskij-den-chteniya|Семейное общение
Сказка в двух записях: один сюжет живёт по-разному|Одна сказка живёт в разных записях. Рассказчики сохраняют узнаваемые события, но меняют слова и детали — устная традиция не повторяет страницу механически.|Сопоставить два подписанных русских варианта выбранной сказки; отметить общие события и различия.|R|Устная традиция
Загадка о вещи: узнать знакомое по непрямому описанию|Загадка описывает знакомую вещь обходным путём. Образное сравнение скрывает предмет и одновременно даёт признаки, по которым его можно узнать.|Сопоставить записанную русскую загадку с музейными вещами; после выбора открыть образное сравнение.|R|Речь
Никола зимний: два праздника одного святого|Никола зимний и вешний входят в разные сезоны быта. Память об одном святом соединяется с разными хозяйственными обстоятельствами года.|На общей ленте открыть две музейные карточки; сопоставить только подтверждённые сезонные мотивы.|nikola-zimnij/К|Народный календарь
Пословица о труде: короткая фраза и жизненная ситуация|Пословица раскрывается в подходящей жизненной ситуации. Короткая фраза переносит опыт, но её смысл нельзя одинаково приложить к любому случаю.|Подобрать к выбранной записанной пословице подходящую ситуацию; получить объяснение переносного смысла.|R|Русская речь
Домашнее прозвище: имя внутри сообщества|Домашнее прозвище различает людей с одинаковыми именами. Внутри сообщества имя получает дополнительную семейную историю и местный смысл.|По опубликованному локальному свидетельству восстановить связь прозвища с семьёй; сведения живых людей использовать с согласием.|R|Соседство и речь
Зимняя песня Лопатней: голос продолжает календарь|Зимний репертуар Лопатней продолжает годовой круг села. Назначение песни слышно через её связь с конкретным праздником и исполнением.|Сравнить два коротких атрибутированных фрагмента села; открыть назначение каждого.|lopatni|Песенная культура
Семейный рецепт в тетради: память измеряют на глаз|В семейном рецепте мера может быть записана «на глаз». Тетрадь сохраняет слова, а комментарий владельца помогает понять переданное руками умение.|Сопоставить подлинную запись и комментарий владельца; отметить неясные меры, не выдавая их за проверенный рецепт.|food|Семейная память
Штопка: восстановить ткань внутри отверстия|Штопка восстанавливает переплетение внутри отверстия. Ремонт повторяет устройство ткани — повреждённая вещь получает ещё время службы.|На условной сетке восстановить основу и уток; затем рассмотреть след штопки на атрибутированной вещи.|costume|Ремонт
Упаковка подарка: забота видна ещё до открытия|Собственноручная упаковка показывает заботу до открытия подарка. Внешняя отделка становится частью личного обращения к тому, кому предназначена вещь.|По документированному семейному примеру сопоставить подарок и упаковку; собственный вариант подписать как современный.|R|Подарок
Бумажная гирлянда: праздник собирают всей семьёй|Бумажная гирлянда растёт из повторённых элементов. Простая ручная работа собирает семью вокруг подготовки общего праздничного пространства.|Составить условную цепочку элементов; сопоставить с датированной фотографией домашнего праздника.|R|Городское детство
Стеклянные бусы на ёлке: узор тянется по веткам|Стеклянные бусы проходят линией по нескольким веткам. Длинное украшение связывает части ёлки в общий рисунок, которого не даёт одна игрушка.|На условной ёлке проложить линию бус; рассмотреть выбранный датированный музейный образец.|R|Праздничный быт
Новогодняя маска: домашний спектакль на один вечер|Новогодняя маска помогает ребёнку войти в роль. Домашний праздник получает персонажа благодаря небольшой вещи, меняющей узнаваемое лицо.|Сопоставить датированную маску и праздничный снимок; выбрать детали собственного современного эскиза.|R|Детство
Костюм для утренника: семейное рукоделие XX века|Костюм для утренника собирают из доступных материалов. За детским праздничным образом остаётся семейная работа выбора, кроя и отделки.|По документированной истории костюма собрать карту материалов и участников изготовления.|R|Семейное творчество
Новая вещь по старому приёму: традиция продолжается|Современный мастер меняет назначение вещи и сохраняет старый приём. Традиция продолжается через освоенное действие, которому находится новая работа.|Сравнить исторический образец и подписанную современную работу одного промысла; отметить сохранённый приём.|craft|Живое мастерство
Год семьи в двенадцати вещах|Двенадцать вещей складываются в личный рассказ о годе. Выбранные истории соединяют сезоны, людей и труд без необходимости пересказывать всё подряд.|Выбрать по одной истории каждого месяца из календаря; собрать личный музейный маршрут с названиями и ссылками.|R|Личный итог
