date,title,hook,mechanic,evidence,source_urls,source_ids,theme,date_type,date_reason,preparation,editorial_dependency,broad_122,production_ready
09.06,Самодельная кукла: костюм в ладони,Может ли игрушка сохранить подробности взрослого наряда?,Сопоставить музейную игровую куклу с одеждой той же местной традиции; найти три общие детали.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,costume,Детство и костюм,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
10.06,Тимоня: ноги отвечают наигрышу,Как услышать момент для движения?,Отметить опорные доли подписанного наигрыша; включить видео и сопоставить их с движением танцующих.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,timonya,Музыка и движение,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
11.06,Карагод: круг не всегда движется одинаково,Как участники сохраняют общее движение?,На схеме одной записанной пляски выбрать направление шага; увидеть согласованное движение группы.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,timonya,Совместное участие,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
12.06,Плясовой ансамбль: инструменты разговаривают,"Кто ведёт, а кто отвечает?",На общей записи отметить вступления инструментов; отдельные партии включать только при наличии исходных дорожек.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,timonya,Музыка,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
13.06,Фощеватово: песня сопровождает полотьё,Может ли рабочее дело иметь свой напев?,Сравнить подписанный сезонный припев с другим жанром той же традиции; отметить длину фраз и повтор.,"Русские; Фощеватово, Белгородская область. Локальная песенная традиция; дату и исполнителей выбранной записи уточнить.",https://www.culture.ru/objects/2145,fosh,Труд и песня,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
14.06,Лопатни: старые и новые песни в одном селе,Почему соседние песни звучат так по-разному?,Послушать два атрибутированных фрагмента разных слоёв репертуара; открыть время и обстоятельства записи.,"Русские; село Лопатни, Брянская область. Конкретные записи и исполнители выбираются перед производством.",https://www.culture.ru/objects/2836/pesennaya-tradiciya-sela-lopatni-klincovskogo-raiona-bryanskoi-oblasti,lopatni,Живая традиция,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
15.06,Песни Осереди: длинная фраза держит слушателя,"Где заканчивается строка, если мелодия ещё продолжается?",Проследить текст и напев по общей ленте; отметить распев и услышать фразу повторно.,"Русские; сёла Пузево, Клёповка, Гвазда Воронежской области. Источник отмечает прерывание естественной передачи традиции.",https://www.culture.ru/objects/1920/protyazhnye-pesni-sel-po-reke-osered-buturlinovskogo-raiona-voronezhskoi-oblasti,osered,Песенная культура,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
16.06,Скрипучее колесо колодца: поднять воду вместе,Как ворот меняет усилие человека?,Повернуть условную рукоять и проследить движение ведра; сравнить устройство с выбранным документированным колодцем.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Хозяйство,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
17.06,Огородная гряда: еда начинается рядом с домом,Как распределить небольшой участок между разными культурами?,По описанию конкретного хозяйства разложить культуры на схеме; получить сезонную карту ухода без агрономических нормативов.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,food,Питание и труд,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
18.06,Репа: привычный овощ до картофельного стола,Почему старый рассказ о репке понятен через хозяйство?,Сопоставить изображение растения с кухонным сюжетом; собрать путь от гряды к подаче по выбранному источнику.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,food,Питание,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
19.06,Щавель и зелёный стол: сезон меняет обед,Что в летней еде нельзя повторить зимой без запасов?,Сравнить два сезонных меню выбранной местности; подсветить свежие и заготовленные продукты.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,food,Сезонная кухня,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
20.06,Рыболовный поплавок: маленькая вещь передаёт сигнал,Что видно над водой и что происходит под ней?,На условном разрезе изменить положение лески; связать движение поплавка с изменением натяжения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Рыбная ловля,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
21.06,Фёдор Стратилат: наблюдать летнюю погоду,Почему названия дней хранят внимание к погоде?,Сопоставить народное наблюдение из музейного текста с фотографиями; отделить историческую примету от прогноза.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/june/fdor-stratilat/,fdor-stratilat,Народный календарь,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
22.06,Рыбная мережа: вход легче выхода,Как плетёная ловушка удерживает добычу?,Проследить условный путь внутри выбранной конструкции; открыть назначение входной воронки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Рыбная ловля,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
23.06,Черпак в лодке: простая вещь для важного дела,"Зачем лодочнику сосуд, которым ничего не пьют?",Найти черпак среди вещей рыбака и показать его работу на условной схеме лодки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Жизнь у воды,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
24.06,Окно с наличником: красота закрывает щель,Какая часть узора одновременно решает бытовую задачу?,"Снять наличник со схемы, увидеть место стыка и вернуть его; приблизить резьбу выбранного образца.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Дом и мастерство,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
25.06,Ставни: у окна есть ещё одна одежда,"Как меняется дом, когда ставни закрывают?",Переключить состояния выбранного окна; сравнить освещение и внешний рисунок фасада.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Дом,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
26.06,Акулина-гречишница: растение в имени дня,Как отличить гречиху от привычного хлебного колоса?,Сопоставить подписанные растения и семена; открыть народное имя дня и местный хозяйственный контекст.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/june/akulina-grechishnica/,akulina-grechishnica,Народный календарь,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
27.06,Гречневая крупа: маленькая трёхгранная форма,Почему крупа не похожа на длинное зерно ржи?,Под лупой сравнить формы семян нескольких культур; собрать карточку будущего блюда.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,food,Питание,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
28.06,Веерная кисть листьев: растительный узор в Жостово,Как цветы удерживают композицию на круглом подносе?,Переместить главные цветы и листья на условном круге; сравнить равновесие со снимком мастерской работы.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,paint,Роспись,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
29.06,Филимоновская свистулька: вытянутая глиняная фигура,Как узнать игрушку ещё до раскраски?,Сопоставить силуэты нескольких подписанных игрушек; выбрать характерную форму и рассмотреть её конструкцию.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,craft,Игрушечное ремесло,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
30.06,Летнее письмо домой: новости помещаются на листе,Что человек выбирает рассказать близким прежде всего?,"На выбранном подлинном письме выделить приветствие, новости и просьбы; собрать краткую карту семейных связей.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Личная история,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
01.07,Коса-горбуша: инструмент подсказывает движение,Почему не всякой косой работают одинаково?,"Сопоставить музейную демонстрацию горбуши и другой косы; на схеме повторить траекторию, не предлагая тренировку с лезвием.","Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,hay,Сенокос,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
02.07,"Косовище: рукоять, которую подгоняют под человека","Что меняется, если рукоять слишком длинна?",На условной модели изменить положение хвата; сопоставить с движением демонстратора на записи.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,hay,Сенокос,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
03.07,Брусок косаря: острота требует заботы,Почему работа в поле прерывается короткими остановками?,Найти момент ухода за инструментом в музейном видео; связать его с последовательностью работы.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,hay,Сенокос,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
04.07,Покос на неделю: что берут с собой,"Как устроить жизнь, когда рабочее место далеко от дома?","Собрать по локальному описанию набор вещей для покоса; увидеть, кто и за что отвечает.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Сезонный труд,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
05.07,Сено на просушке: поспешность может испортить запас,Почему скошенную траву не сразу уносят под крышу?,Переставить стадии заготовки на условной ленте; открыть объяснение музейного демонстратора.,"Современная музейная демонстрация сенокоса, Кижи, июль 2026. Исторические приёмы и современная демонстрация различаются.",https://kizhi.karelia.ru/news/tradiczionnyij-senokos,hay,Сенокос,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
06.07,Аграфена Купальница: банный обычай перед праздником,Почему у летнего дня такое имя?,Рассмотреть принадлежности выбранного банного обычая; собрать последовательность только по локальному описанию.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/agrafena-kupalnica-kupalwica/,agrafena-kupalnica-kupalwica,Народный календарь,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
07.07,Иван Купала: праздник и рассказ о чудесном цветке,Как отличить народное предание от свойства растения?,"Разнести фрагменты музейного рассказа по слоям: обряд, поверье, современная демонстрация; открыть пояснение каждого.",Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/ivan-kupala-rozhdestvo-svyatogo-ioanna-krestitelya-ivanov-den/,ivan-kupala-rozhdestvo-svyatogo-ioanna-krestitelya-ivanov-den,Предание и праздник,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
08.07,Семейный стол: кто кому приходится,Можно ли разобраться в большой семье по одному рассказу?,Построить схему родства по выбранному семейному свидетельству; подсветить связь каждого участника с рассказчиком.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/vserossijskij-den-semi-lyubvi-i-vernosti/,vserossijskij-den-semi-lyubvi-i-vernosti,Семья,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
09.07,Сеновал: запас над хозяйственным двором,"Как разместить много лёгкого, но объёмного груза?",На схеме выбранного дома найти путь сена наверх; сопоставить хранение с устройством двора.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Дом и хозяйство,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
10.07,Летняя артель: большое дело делят на части,Как несколько людей работают без одинаковых заданий?,"Распределить роли по документированному описанию совместной работы; увидеть, где возникает ожидание.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Взаимопомощь,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
11.07,Обед в поле: еда путешествует к работникам,"Как накормить семью, когда все далеко от печи?",Собрать дорожный набор по музейному описанию; объяснить выбор вместительной и переносной посуды.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Труд и питание,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
12.07,Петров день: лето меняет ритм работ,Что связывает праздник и начало сенокоса в Кижах?,Соединить дату с подтверждённой современной музейной демонстрацией; отдельно открыть историческое описание праздника.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/petrov-den-den-apostolov-petra-i-pavla/,petrov-den-den-apostolov-petra-i-pavla,Народный календарь,К,Ежегодная дата по современному гражданскому календарю.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
13.07,Вёсла: движение лодки зависит от согласия,Почему два сильных гребца могут мешать друг другу?,Задать ритм двум условным вёслам; увидеть поворот лодки и добиться прямого движения.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Жизнь у воды,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
14.07,Якорный камень: тяжесть удерживает лодку,Что может служить якорем без сложной металлической формы?,"Рассмотреть выбранное грузило, показать крепление и проследить условную связь лодки с дном.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,R,Рыбацкий быт,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Общий обзор; нужен предмет,True,False
15.07,Ольга Семёнова: коллекция начинается со встречи,Как вещь из села становится музейным свидетельством?,"Соединить место, собирательницу и описание коллекции; собрать паспорт одной подтверждённой записи.",Документированная собирательская работа О. П. Семёновой; рязанские коллекции. Номер выбранной вещи уточняется перед страницей.,https://ethnomuseum.ru/collections/collectors/semenova-olga-petrovna/,collect,Люди музея,У,Редакционное размещение; не историческая дата возникновения.,"Подобрать указанные в механике предметы или записи, проверить локальную атрибуцию и права, подготовить подписанные иллюстрации. Механика — авторский замысел, ещё не реализована.",Запись/альбом/описание; проверить локальность и пригодность,False,False
